nameAr,barcode,gtin,activeIngredients,strength,dosageForm,manufacturer,officialPrice,requiresPrescription,source
TENSOLOL 100MG 20 F.C.TAB.,,,ATENOLOL,,ORAL.SOLID,MEMPHIS,11.75,,Elhafez Reference 25065
TENSOPLERON 25MG 20 F.C. TAB. (N/A),,,EPLERENONE,,ORAL.SOLID,GLOBAL PHARMACEUTICAL INDUSTRIES,102.0,,Elhafez Reference 25065
TENSOPLERON 25MG 30 F.C. TAB.,,,EPLERENONE,,ORAL.SOLID,GLOBAL PHARMACEUTICAL INDUSTRIES,228.0,,Elhafez Reference 25065
TENSOPLERON 50MG 20 F.C. TAB.,,,EPLERENONE,,ORAL.SOLID,GLOBAL PHARMACEUTICAL INDUSTRIES,220.0,,Elhafez Reference 25065
TENSRELIVE 400 MG 28 F.C. TAB.,,,EPROSARTAN,,ORAL.SOLID,HOCHSTER PHARMACEUTICAL INDUSTRIES,82.0,,Elhafez Reference 25065
TENSRELIVE 600 MG 28 F.C. TAB.,,,EPROSARTAN,,ORAL.SOLID,HOCHSTER PHARMACEUTICAL INDUSTRIES,98.0,,Elhafez Reference 25065
TENSRELIVE PLUS 600/12.5MG 21 F.C. TAB.,,,EPROSARTAN+HYDROCHLOROTHIAZIDE,,ORAL.SOLID,HOCHSTER PHARMACEUTICAL INDUSTRIES,75.0,,Elhafez Reference 25065
TENSRELIVE PLUS 600/25MG 21 F.C.TAB.,,,EPROSARTAN+HYDROCHLOROTHIAZIDE,,ORAL.SOLID,HOCHSTER PHARMACEUTICAL INDUSTRIES,81.0,,Elhafez Reference 25065
TENT - U 120 ML SYRUP,,,IVY LEAF POWDER EXTRACT+LICORICE LIQUID EXTRACT+THYME LIQUID EXTRACT,,ORAL.LIQUID,PHARMA ZAD > LA VIE PHARMA,55.0,,Elhafez Reference 25065
TENTA 20 TAB.,,,CALCIUM+MAGNISIUM+VIT D3+OMEGA3,,ORAL.SOLID,PHARMA ZAD > GIANT PHARMA,65.0,,Elhafez Reference 25065
TENTAVAIR 160MCG/ACTUATION INHALER 120 DOSES,,,CICLESONIDE,,UNKNOWN,MDI PHARMA,130.0,,Elhafez Reference 25065
TENTAVAIR 40MCG/ACTUATION INHALER 120 DOSES,,,CICLESONIDE,,UNKNOWN,MDI PHARMA,36.5,,Elhafez Reference 25065
TENTAVAIR 80MCG/ACTUATION INHALER 120 DOSES,,,CICLESONIDE,,UNKNOWN,MDI PHARMA,98.0,,Elhafez Reference 25065
TENWAY HAIR SPRAY 100 ML,,,OLIVE OIL+GARLIC OIL+CASTOR OIL+JOJOBA OIL+ERUCA OIL+VTAMIN E+PANTHENOL+DIMETHICONE,,SPRAY,EL-HELOU PERFUMES & COSMETICS > INFINITY BIOPHARMA,40.0,,Elhafez Reference 25065
TEPEDRONE 20 TAB,,,EPHEDRINE+PHENOBARBITONE+THEOPHYLLINEO,,ORAL.SOLID,MISR,5.0,,Elhafez Reference 25065
TERA 30 TABS,,,B COMPLEX+OMEGA 3+FOLIC ACID+SELENIUM+ZINC+BETA CAROTEN+VITAMIN E+VITAMIN C,,ORAL.SOLID,MED CARE > DAWA EGYPT PHARMA,84.0,,Elhafez Reference 25065
TERA VIT ORAL DROPS 15 ML,,,,,ORAL.LIQUID,,79.0,,Elhafez Reference 25065
TERA VIT ORAL DROPS 30 ML,,,,,ORAL.LIQUID,,79.0,,Elhafez Reference 25065
TERABITAT 100 MG 4 CAPS.,,,ITRACONAZOLE,,ORAL.SOLID,MASH PREMIERE,18.0,,Elhafez Reference 25065
TERACIN 2MG 10 CAPS.,,,TERAZOSIN,,ORAL.SOLID,TECHNOPHARM,9.5,,Elhafez Reference 25065
TERACIN 5MG 10 CAPS.,,,TERAZOSIN,,ORAL.SOLID,TECHNOPHARM,14.4,,Elhafez Reference 25065
TERANEA CREAM 60 GM,,,COLLAGEN+KOJIC ACID+AVOCADO+SHEA BUTTER+LIQUORICE+GRAPE SEED OIL+VITAMIN C+CUCUMBER EXT.+BEARBERRY+PAPAYA,,TOPICAL,ITALIAN COSMETICS CO. > ESCO PHARMA,75.0,,Elhafez Reference 25065
TERANIRON 30 CAPS,,,L-HISTIDINE HYDROCHLORIDE+FERROUS BIS-GLYCINATE+L-ASCORBIC ACID+FOLIC ACID,,ORAL.SOLID,COPAD EGYPT > SEROL PHARMA,159.0,,Elhafez Reference 25065
TERASAG 60 GM MASSAGE GEL,,,CAMPHOR OIL+MENTHOL+EUCALYPTUS+PEPPERMINT OIL+CLOVE OIL+THYME EXTRACT+APRICOT OIL+VIT C+VIT E,,TOPICAL,NILE COSMETICS > PROPHARM,55.0,,Elhafez Reference 25065
TERAZIN 2MG 20 TAB.,,,TERAZOSIN,,ORAL.SOLID,PHAROPHARMA,16.0,,Elhafez Reference 25065
TERAZIN 5MG 10 TABS.,,,TERAZOSIN,,ORAL.SOLID,PHAROPHARMA,13.2,,Elhafez Reference 25065
TERBAFENOL 1% TOP. SPRAY 30 ML,,,TERBINAFINE,,SPRAY,ACDIMA INTERNATIONAL TRADING,20.5,,Elhafez Reference 25065
TERBECOMASIL 1% SPRAY 30 ML,,,TERBINAFINE,,SPRAY,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),33.0,,Elhafez Reference 25065
TERBIFUNGIN 1% CREAM 15 GM,,,TERBINAFINE,,TOPICAL,GLOBAL NAPI PHARMACEUTICALS > GLOBAL PHARMACEUTICAL INDUSTRIES,7.5,,Elhafez Reference 25065
TERBIFUNGIN 250 MG 14 TAB.,,,TERBINAFINE,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS > GLOBAL PHARMACEUTICAL INDUSTRIES,38.0,,Elhafez Reference 25065
TERBIN 1% CREAM 15 GM,,,TERBINAFINE,,TOPICAL,GLOBAL NAPI PHARMACEUTICALS,16.5,,Elhafez Reference 25065
TERBIN 1% TOPICAL SOLUTION 15 ML (N/A),,,TERBINAFINE,,UNKNOWN,GLOBAL NAPI PHARMACEUTICALS,10.5,,Elhafez Reference 25065
TERBIN 1% TOPICAL SPRAY 30 ML,,,TERBINAFINE,,UNKNOWN,GLOBAL NAPI PHARMACEUTICALS,13.2,,Elhafez Reference 25065
TERBIN 250 MG 14 TAB.,,,TERBINAFINE,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS,120.0,,Elhafez Reference 25065
TERBINAFINE 1% FOAM SPRAY 120 ML,,,TERBINAFINE,,SPRAY,MUP > EGYPTIAN CO. FOR ADV. PHARMA. (ECAP),87.0,,Elhafez Reference 25065
TERBINAJED 1% CREAM 30 GM,,,TERBINAFINE,,TOPICAL,JEDCO INT. CO. FOR PHARMACEUTICALS,12.0,,Elhafez Reference 25065
TERBINASIL 250 MG 14 TAB.,,,TERBINAFINE,,ORAL.SOLID,JAMJOOM PHARMACEUTICALS-K.S.A,136.0,,Elhafez Reference 25065
TERBINASIL 250 MG 7 TAB.,,,TERBINAFINE,,ORAL.SOLID,JAMJOOM PHARMACEUTICALS-K.S.A,68.0,,Elhafez Reference 25065
TERBUTANYL 1.5MG/5ML SYRUP 120ML,,,TERBUTALINE,,ORAL.LIQUID,CID,4.75,,Elhafez Reference 25065
TERBUTANYL 2.5 MG 20 TAB.,,,TERBUTALINE,,ORAL.SOLID,CID,5.0,,Elhafez Reference 25065
TERCOMAGICTAM 0.8% VAGINAL CREAM 30 GM,,,TERCONAZOLE,,VAGINAL,MEDIZEN PHARMACEUTICAL INDUSTRIES > MAGIC PHARMA-EGYPT,47.0,,Elhafez Reference 25065
TERCOMOVE 30 TAB,,,GLUCOSAMINE+MSM+BORON+COLLAGEN+HYALURONIC ACID,,ORAL.SOLID,ORGANIX > OBJECTIVE PHARM,300.0,,Elhafez Reference 25065
TERGYNAN 10 VAGINAL TABS.,,,NYSTATIN+NEOMYCIN+PREDNISOLONE+TERNIDAZOLE,,VAGINAL,RAMEDA > LABORATOIRES OF DOCTOR E.BOUCHARA,26.0,,Elhafez Reference 25065
TERHEXINE SYRUP 120ML,,,BROMHEXINE+GUAIFENESIN+MENTHOL+TERBUTALINE,,ORAL.LIQUID,EUROPEAN EGYPTIAN PHARM. IND.,12.0,,Elhafez Reference 25065
TERIASWAB 2% CREAM 15 GM (N/A),,,MUPIROCIN,,TOPICAL,UNISWAB,45.0,,Elhafez Reference 25065
TERMINAL HAIR LOTION SPRAY 110 ML,,,,,SPRAY,EL-HELOU PERFUMES & COSMETICS > SAFE LIFE,200.0,,Elhafez Reference 25065
TERMINAL HAIR SHAMPOO 200 ML,,,,,TOPICAL,EL-HELOU PERFUMES & COSMETICS > SAFE LIFE,150.0,,Elhafez Reference 25065
TERNA 30 TABS,,,VITAMIN A+VITAMIN D+VITAMIN E+VITAMIN K+VITAMIN B1+VITAMIN B2+VITAMIN B5+VITAMIN B6+VITAMIN B7+FOLIC ACID+ZINC+SELENIUM+VITAMIN C+MAGNESIUM+BORON+COPPER+MANGANESE+IODINE+MOLYBDEUM+CHROMIUM,,ORAL.SOLID,NUTRIXIA > HEALTH FOR LIFE INTERNATIONAL PHARMACEUTICAL,150.0,,Elhafez Reference 25065
TERNICOL 10 SACHETS,,,WHEY PROTEIN CONCENTRATE (70%)+FULL CREAM MILK POWDER+BOVINE COLOSTRUM POWDER+DEXTROSE+LACTOFERRIN POWDER+LECITHINE,,EFF,PHARMA ZAD > SPIRIT PHARM,120.0,,Elhafez Reference 25065
TERODINE 1MG 10 SCORED TAB.,,,TOLETERODINE TARTRATE,,ORAL.SOLID,PHAROPHARMA,9.5,,Elhafez Reference 25065
TERODINE 2MG 10 SCORED TAB.,,,TOLTERODINE L TARTARATE,,ORAL.SOLID,PHAROPHARMA,14.4,,Elhafez Reference 25065
TERRACORTRIL EYE / EAR OINT. 5 GM(N/A),,,HYDROCORTISONE+OXYTETRACYCLINE+POLYMYXIN,,EYE,PFIZER,5.0,,Elhafez Reference 25065
TERRACORTRIL EYE / EAR SUSP. 10 ML(N/A),,,HYDROCORTISONE+OXYTETRACYCLINE,,EYE,PFIZER,6.0,,Elhafez Reference 25065
TERRACORTRIL TOPICAL OINT. 5 GM(N/A),,,HYDROCORTISONE+OXYTETRACYCLINE,,TOPICAL,PFIZER,4.5,,Elhafez Reference 25065
TERRAMYCIN EYE OINT. 5 GM,,,OXYTETRACYCLINE+POLYMYXIN,,EYE,VIATRIS > PFIZER,28.0,,Elhafez Reference 25065
TERRAMYCIN TOP. OINT. 14 GM,,,OXYTETRACYCLINE+POLYMYXIN,,TOPICAL,VIATRIS > PFIZER,13.5,,Elhafez Reference 25065
TERVENTIN 20MG 10 F.C.TAB.,,,BAMBUTEROL,,ORAL.SOLID,EGYPHAR,18.0,,Elhafez Reference 25065
TESLA  30ML MOUTH SPRAY,,,CHLORHEXIDINE+MENTHOL+THYME+PEPPERMINT+TEA TREE+CLOVE+EUCALYPTUS+VIT E+CHAMOMILE+PROPOLIS+SAGE+SANDAL WOOD+LEMON+SESAME+ALOEVERA+CITRIC ACID,,UNKNOWN,DREAMS ELHABOBA > TRUVA PHARMACEUTICAL INDUSTRIES,38.0,,Elhafez Reference 25065
TESLAGLOBIN 20 CAP,,,FERROUS FUMARATE+FOLIC ACID+B6+B12+ZINC+COPPER,,ORAL.SOLID,DAWA EGYPT INTERNATIONAL > TESLA,140.0,,Elhafez Reference 25065
TESTERIOL 750MG/3ML I.M. VIAL,,,TESTOSTERONE UNDECANOATE,,INJECTION,ACDIMA INTERNATIONAL TRADING,75.0,,Elhafez Reference 25065
TESTONE-E 3 I.M. OILY AMP.,,,TESTOSTERONE+VITAMIN E,,INJECTION,MISR,13.5,,Elhafez Reference 25065
TESTONON 250MG/ML I.M 1 OILY AMP.,,,TESTOSTERONE,,INJECTION,EL NILE.,20.0,,Elhafez Reference 25065
TETAGAM  P 250 I.U./ML I.M INJECTION,,,TETANUS IMMUNE GLOBULIN (HUMAN),,INJECTION,CSL BEHERING-GMBH -GERMANY > 2S PHARMA GROUP,40.0,,Elhafez Reference 25065
TETANUS ANTITOXIN (A.T.S) 1500 I.U. 1AMP.(N/A),,,ANTI TETANUS SERUM,,INJECTION,HUMAN SERUM PRODUCTION AND MEDICINE-HUNGARY > TOP PHARM,2.5,,Elhafez Reference 25065
TETANUS ANTITOXIN 1500 IU/ML 10 AMP.,,,ANTI TETANUS SERUM,,INJECTION,SINOCHEM NINGBO IMP.-CHINA > INTERNATIONAL TRADING OFFICE,950.0,,Elhafez Reference 25065
TETRA CARE HAIR SHAMPOO 200 ML,,,CAFFEINE+BIOTIN+JOJOBA EXTRACT+ROSEMARY EXTRAXT+ALO VERA EXTRACT+ALLANTOIN+OLIVE OIL+VIT B3,,TOPICAL,HI-CARE > TETRAPHARM,210.0,,Elhafez Reference 25065
TETRA EYE OINT. 5 GM (N/A),,,OXYTETRACYCLINE+POLYMYXIN,,EYE,AMOUN,4.5,,Elhafez Reference 25065
TETRA TRYPSIN 10 TABLETS,,,CHYMOTRYPSIN+TRYPSIN+BROMELAIN+RUTOSIDE+L-LEUCINE,,ORAL.SOLID,PHARMA ZAD GROUB > TETRA PHARM,115.0,,Elhafez Reference 25065
TETRACID 250 MG 16 CAP.,,,TETRACYCLINE,,ORAL.SOLID,CID,22.0,,Elhafez Reference 25065
TETRACONGYRA EYE DROPS 10 ML,,,CLOBETASONE BUTYRATE+TETRYZOLINE HCL,,EYE,DELTA GRAND > TALENT PHARMA,52.0,,Elhafez Reference 25065
TETRACORT OINT. 20 GM (N/A),,,PREDNISOLONE+TETRACYCLINE,,TOPICAL,ARAB DRUG COMPANY (ADCO),10.0,,Elhafez Reference 25065
TETRACT-HIB PREFILLED SYRINGE,,,VACCINE DIPHTHERIA+HAEMOPHILUS INFLUENZA TYPE B+PERTUSSIS+TETANUS,,INJECTION,SANOFI PASTEUR-FRANCE > ETIMEX-EGYPT,50.0,,Elhafez Reference 25065
TETRACYCLINE 250 MG 12 CAPS. (ADCO),,,TETRACYCLINE,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),16.5,,Elhafez Reference 25065
TETRACYCLINE 250 MG 240 CAPS. (ADCO),,,TETRACYCLINE,,ORAL.SOLID,ARAB DRUG COMPANY (ADCO),462.0,,Elhafez Reference 25065
TETRACYCLINE HCL 250 MG 16 CAPS. USP 24,,,TETRACYCLINE,,ORAL.SOLID,EL NASR,11.0,,Elhafez Reference 25065
TETRAMEXIN TOPICAL CREAM 15 GM (N/A),,,OXYTETRACYCLINE+POLYMYXIN,,TOPICAL,ALEXANDRIA,6.5,,Elhafez Reference 25065
TETRASPAN 6% SOL. FOR IV INF. 500 ML,,,POLY (0-2 HYDROXYETHYL) STARCH,,INJECTION,B-BRAUN MEDICAL AG-SWITERLAND > SUNNY MEDICAL,152.0,,Elhafez Reference 25065
TETRAVITON 3 DOUBLE AMP. (N/A),,,VITAMIN B1+VITAMIN B2+VITAMIN B6+VITAMIN B12,,INJECTION,KAHIRA,4.415,,Elhafez Reference 25065
TETYANA LOTION  100MG,,,SALICYLIC ACID+GLYCOLIC ACID+VITAMIN C+VITAMIN E+VITAMIN A+TEA TREE OIL+LIQUORICE EXTRACT+ZINC OXIDE+TITANIUM DIOXIDE+,,UNKNOWN,DREAMS EL HABOBA > INNOVEC PHARMACEUTICAL,220.0,,Elhafez Reference 25065
TEVETEN 600MG 14 F.C.TAB.,,,EPROSARTAN,,ORAL.SOLID,SOLVAY PHARMACEUTICALS > MULTIPHARMA,67.0,,Elhafez Reference 25065
TEVETEN PLUS 600/12.5MG 14 F.C.TAB.,,,EPROSARTAN+HYDROCHLOROTHIAZIDE,,ORAL.SOLID,SOLVAY PHARMACEUTICALS > MULTIPHARMA,70.0,,Elhafez Reference 25065
TEVIN GEL ACNE,,,SALICYLIC ACID+HYALURONIC ACID+KOJIC ACID+GLYCOLIC ACID+SULFUR+TOCOPHERYL ACETATE+HONEY+TEA TREE OIL+ALLANTION+VITAMIN A+ZINC OXIDE+CALENDULA EXTRACT+PANTHENOL+PROPOLIS EXTRACT+LIQUORICE EXTRACT,,TOPICAL,BRAND INTERNATIONAL > Q PHARM COMPANY,150.0,,Elhafez Reference 25065
TEVON MOUTH WASH (PEPPERMINT) 250 ML,,,SODIUM LAURYL SULFATE+POLYSORBATE 20+SORBITOL+ETHANOL+THYME OIL+MENTHOL OIL,,MOUTH,BEAUTY ITALY > EXCELLENCE PHARM,50.0,,Elhafez Reference 25065
TEXACORT 0.1% TOP. LIPOCREAM 20 GM,,,HYDROCORTISONE BUTYRATE,,TOPICAL,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),22.0,,Elhafez Reference 25065
TEXOR CARE ORAL SOLUTION 50ML,,,CHLORHEXIDINE+SLIPPERY ELM+GLYCERIN,,UNKNOWN,DUTCH UNITED INTERNATIONAL > LUXOR PHARMA ( GL UNITED GROUP),99.0,,Elhafez Reference 25065
TF- PEA 1200MG 30 CAPS,,,PALMITOYLETHANOLAMIDE,,ORAL.SOLID,ORGANIC PHARMA > TOTAL FUTURE,70.0,,Elhafez Reference 25065
THALIX 100MG  30CAPS.(ILLEGAL IMPORT),,,THALIDOMIDE,,ORAL.SOLID,FRESENIUS KABI >,70.0,,Elhafez Reference 25065
THALIX 50MG  30CAPS.(ILLEGAL IMPORT),,,THALIDOMIDE,,ORAL.SOLID,FRESENIUS KABI >,22.0,,Elhafez Reference 25065
THALMOTOBRIN 0.3% EYE DROPS. 5 ML,,,TOBRAMYCIN,,EYE,ALEXANDRIA,7.85,,Elhafez Reference 25065
THALMOTOBRIN D EYE DROPS. 5 ML,,,DEXAMETHASONE+TOBRAMYCIN,,EYE,ALEXANDRIA,8.0,,Elhafez Reference 25065
THEIA TRON 30 CAPS,,,FERRUS BISGLYCINAT+VITAMIN C+VITAMIN B12+FOLLIC ACID+MAGNESIUM,,ORAL.SOLID,AMCOMED > THEIA PHARMA,108.0,,Elhafez Reference 25065
THELAN NIPPLE CREAM 40 ML,,,,,TOPICAL,BENOSTAN > MAGIC PHARMA-EGYPT,120.0,,Elhafez Reference 25065
THEO 100MG S.R. 20 CAPS.(N/A),,,THEOPHYLLINE,,ORAL.SOLID,GLAXO SMITHKLINE,4.75,,Elhafez Reference 25065
THEO 200MG S.R. 20 CAPS.(N/A),,,THEOPHYLLINE,,ORAL.SOLID,GLAXO SMITHKLINE,9.2,,Elhafez Reference 25065
THEO 300MG S.R. 10 CAPS.(N/A),,,THEOPHYLLINE,,ORAL.SOLID,GLAXO SMITHKLINE,5.1,,Elhafez Reference 25065
THEOFAR 100MG S.R. CAPS. (N/A),,,THEOPHYLLINE,,ORAL.SOLID,PHARCO,3.5,,Elhafez Reference 25065
THEOFAR 200MG S.R.CAPS. (N/A),,,THEOPHYLLINE,,ORAL.SOLID,PHARCO,4.4,,Elhafez Reference 25065
THEOFAR 300MG S.R. CAPS. (N/A),,,THEOPHYLLINE,,ORAL.SOLID,PHARCO,4.8,,Elhafez Reference 25065
THEOPHYL -12 200MG 20 TAB. (N/A),,,THEOPHYLLINE,,ORAL.SOLID,MEMPHIS,3.75,,Elhafez Reference 25065
THEOPHYLLINE 200MG S.R. 20 TAB.,,,THEOPHYLLINE,,ORAL.SOLID,AMRIYA,14.5,,Elhafez Reference 25065
THERA-LO 3.2G/100ML ORAL SUSP. 100 ML,,,PARACETAMOL(ACETAMINOPHEN),,ORAL.LIQUID,PHAROPHARMA,5.0,,Elhafez Reference 25065
THERAGINKO 240 MG 20 CAPS.,,,GINKGO BILOBA,,ORAL.SOLID,PHARCO > THERAPY INC. INTERNATIONAL,190.0,,Elhafez Reference 25065
THERAGINKO 80 MG 20 CAPS.,,,GINKGO BILOBA,,ORAL.SOLID,PHARCO > THERAPY INC. INTERNATIONAL,110.0,,Elhafez Reference 25065
THERAGRAN HEMATENIC 30 TAB.,,,MULTIVITAMINS+IRON,,ORAL.SOLID,SMITHKLINE BEECHAM,28.5,,Elhafez Reference 25065
THERAGRAN STRESS 28 TAB. (N/A),,,VITAMINS,,ORAL.SOLID,SMITHKLINE BEECHAM,24.0,,Elhafez Reference 25065
THERAGRAN- M 28 TAB. (N/A),,,VITAMINS,,ORAL.SOLID,SMITHKLINE BEECHAM,24.0,,Elhafez Reference 25065
THERANEURIN 20 F.C. TAB.,,,FOLIC ACID+VITAMIN B1+VITAMIN B2+VITAMIN B6+VITAMIN B12,,ORAL.SOLID,BORG,12.0,,Elhafez Reference 25065
THERAVOX GEL 50 GM,,,ALOE VERA+TEA TREE OIL+VITAMIN E+LECITHIN+SAFFLOWER OIL+GREEN TEA EXTRACT+GINSENG ROOT EXTRACT,,TOPICAL,EL-HELOU PERFUMES & COSMETICS > THERAPY INC. INTERNATIONAL,38.0,,Elhafez Reference 25065
THERAWASH MOUTH WASH 50 ML,,,,,MOUTH,EL HELOU FOR PERFUMES & COSMETICS > THERAPY INC. INTERNATIONAL,34.0,,Elhafez Reference 25065
THERAZOLIDE 600 MG 20 F.C. TABS.,,,LINEZOLID,,ORAL.SOLID,EGPI > TABUK PHARMA,189.0,,Elhafez Reference 25065
THIAMPHENICOL 250MG 12CAPS.,,,THIAMPHENICOL,,ORAL.SOLID,EL NASR,4.0,,Elhafez Reference 25065
THIAMPHENIL 0.75GM VIAL  FOR I.V. OR I.M. INJ.,,,THIAMPHENICOL,,INJECTION,EL NILE.,7.5,,Elhafez Reference 25065
THIAPRIL 20/12.5MG 20 TAB.,,,ENALAPRIL+HYDROCHLOROTHIAZIDE,,ORAL.SOLID,UNIPHARMA CO. > UNIPHARMA,14.0,,Elhafez Reference 25065
THIAZOPRIL 20/12.5 MG 10 TABS.,,,ENALAPRIL+HYDROCHLOROTHIAZIDE,,ORAL.SOLID,OCTOBER PHARMA,11.0,,Elhafez Reference 25065
THILOTEARS 3 MG EYE GEL 10 GM,,,CARBOMER,,EYE,ALCON > NOVARTIS SCIENTIFIC OFFICE,19.2,,Elhafez Reference 25065
THIMEPRO D3 30 ML DROPS,,,VITAMIN D3+LACTOBACILLUS+SIMETHICONE,,ORAL.LIQUID,COPAD EGYPT > BONNET,56.0,,Elhafez Reference 25065
THIMIVITOCIN,,,STANDARDIZED AS HEDERACISIDE C_ STANDARDIZED AS :NLT 1.4% GLYCYRRHIZIC ACID _ STANDARDIZED AS:NLT 0.05% THYMOL _ GLYCERIN _ STRAWBERRY LIQUID FLAVOR _ POTASSIUM SORBATE _ SUCRALOSE _ CARAMEL COLOR _ CITRIC ACID ANHYDROUS _ SODIUM CITRATE ANHYDROUS _ XANTHAN GUM _ PURIFIED WATER,,ORAL.LIQUID,PHARMA ZAD > OPTIMASA PHARMA,55.0,,Elhafez Reference 25065
THIODIO 600 MG 30 CAPS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,MASH PREMIERE,195.0,,Elhafez Reference 25065
THIODIO COMB 600 MG 30 TABS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID)+BENFOTIAMINE+VITAMIN B12,,ORAL.SOLID,MASH PREMIERE,240.0,,Elhafez Reference 25065
THIOGLU 60 CAPS. (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID)+BIOTIN,,ORAL.SOLID,MEPACO,60.0,,Elhafez Reference 25065
THIOLKAN 300MG 10 TAB. (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,HIKMA PHARMA,9.5,,Elhafez Reference 25065
THIOLKAN 600MG 10 TAB. (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,HIKMA PHARMA,16.0,,Elhafez Reference 25065
THIONERV 300MG 20 TABS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,FUTURE PHARMACEUTICAL INDUSTRIES (FPI),80.0,,Elhafez Reference 25065
THIOPENTAL 0.5G I.V. VIAL (N/A),,,THIOPENTAL,,INJECTION,SANDOZ > NOVARTIS,7.5,,Elhafez Reference 25065
THIOPENTAL 1G I.V. VIAL (N/A),,,THIOPENTAL,,INJECTION,SANDOZ > NOVARTIS,12.0,,Elhafez Reference 25065
THIOPENTAL SODIUM-EIPICO 1 GM VIAL,,,THIOPENTAL,,INJECTION,EIPICO,90.0,,Elhafez Reference 25065
THIOPENTAL SODIUM-EIPICO 500 MG VIAL,,,THIOPENTAL,,INJECTION,EIPICO,65.0,,Elhafez Reference 25065
THIOPENTAL SODIUM-UP PHARMA 1 GM IV VIAL,,,THIOPENTAL,,INJECTION,UP PHARMA,6.75,,Elhafez Reference 25065
THIOPENTAL SODIUM-UP PHARMA 500 MG IV VIAL,,,THIOPENTAL,,INJECTION,UP PHARMA,65.0,,Elhafez Reference 25065
THIOPHENICOL 250MG 16 F.C. TAB.,,,THIAMPHENICOL,,ORAL.SOLID,SANOFI,8.0,,Elhafez Reference 25065
THIOPHENICOL 750MG VIAL,,,THIAMPHENICOL,,INJECTION,EL NILE. > SANOFI,6.75,,Elhafez Reference 25065
THIORING 20 TABLETS,,,ALPHA LIPOIC ACID+BENFOTIAMINE+VITAMIN B6+VITAMIN B12+VITAMIN D3,,ORAL.SOLID,ORGANIX PHARMA > DIAMOND LABS,190.0,,Elhafez Reference 25065
THIOTACID 300 ORIGINAL 30 F.C.TABS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,EVA PHARMA,165.0,,Elhafez Reference 25065
THIOTACID 300MG 5 I.V. AMPS. 10 ML (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID),,INJECTION,EVA PHARMA,46.5,,Elhafez Reference 25065
THIOTACID 600 MG 20 TABS. (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,EVA PHARMA,67.5,,Elhafez Reference 25065
THIOTACID 600 ORIGINAL 30 F.C.TABS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,EVA PHARMA,245.0,,Elhafez Reference 25065
THIOTACID COMPOUND 300 MG 30 CAPS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID)+VITAMIN B1+VITAMIN B12,,ORAL.SOLID,EVA PHARMA,168.0,,Elhafez Reference 25065
THIOTACID COMPOUND 600 MG 30 F.C.CAPLETS,,,THIOCTIC ACID(ALPHA LIPOIC ACID)+VITAMIN B1+VITAMIN B12,,ORAL.SOLID,EVA PHARMA,249.0,,Elhafez Reference 25065
THIOTACID PLUS XR 30 F.C. TABS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID)+VITAMIN B1+VITAMIN B12+VITAMIN D3+BOSWELLIA SERRATA+PALMITOYLETHANOLAMIDE(PEA),,ORAL.SOLID,EVA PHARMA,440.0,,Elhafez Reference 25065
THIOTEX 300MG 30 CAPS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),90.0,,Elhafez Reference 25065
THIOTEX FORTE 600MG 20 CAPS. (N/A),,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),110.0,,Elhafez Reference 25065
THIOTEX FORTE 600MG 30 CAPS.,,,THIOCTIC ACID(ALPHA LIPOIC ACID),,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),255.0,,Elhafez Reference 25065
THIOTICA  20 CAPSULES,,,ALPHA LIPOIC ACID 600MG+VIT B1+B6+B12+VIT D,,ORAL.SOLID,ORGANIC PHARMA > CLARI PHARMA,222.0,,Elhafez Reference 25065
THIOZIN 100 MG 20 F.C. TABS.,,,THIORIDAZINE,,ORAL.SOLID,DELTA PHARMA,18.0,,Elhafez Reference 25065
THIOZIN 25 MG 20 F.C. TABS.,,,THIORIDAZINE,,ORAL.SOLID,DELTA PHARMA,10.0,,Elhafez Reference 25065
